昵称,时间,评论内容
这般笙萿,2020-12-04 07:48:00,着陆器就留在月球上了吗？        
三十是天才,2020-12-04 07:48:00,图片评论 
姬氏隐名客40513,2020-12-04 07:48:00,大国崛起        
暴躁莽夫,2020-12-04 07:47:00,中国航天🇨🇳        
阮光友星光之友,2020-12-04 07:47:00,点赞        
啦啦-Lalaya,2020-12-04 07:47:00,从月球订购的土壤马上就要送到了
hahajinzhao,2020-12-04 07:47:00,旗呢？        
沁沁沁沁入我心,2020-12-04 07:47:00,好样的        
恭祝大家恭喜发财,2020-12-04 07:47:00,特别厉害        
瑾陌-yq,2020-12-04 07:47:00,中国骄傲！        
南山西北角,2020-12-04 07:47:00,某国：沃德，发壳儿
一个神秘人2075,2020-12-04 07:46:00,加油♂ 杨利伟同志多在月球拍几张照片啊。        
把昨天_都作废,2020-12-04 07:46:00,月球引力是地球的六分之一，逃逸速度不用太快，不像地球需要那么大的火箭带离        
紫气东来Infinity,2020-12-04 07:46:00,要开发学区房?        
shiningsunshine18,2020-12-04 07:46:00,震撼，加油！        
高岸为谷a深谷为陵,2020-12-04 07:46:00,中国航天
南在南山2018,2020-12-04 07:46:00,嫦娥就这么变成了打工人        
安笑君,2020-12-04 07:46:00,中国到此一游        
麻辣咪,2020-12-04 07:46:00,吃不起的土
吃瓜群众别来杠我,2020-12-04 07:46:00,为你骄傲，我的祖国
风吹弋江洲,2020-12-04 07:46:00,好嘞，回家了        
月亮眼睛眨啊眨,2020-12-04 07:46:00,🇨🇳 
闲愁最苦啊,2020-12-04 07:46:00,听到了开心的嘿嘿声
朵朵茉莉呀,2020-12-04 07:46:00,牛牛牛！！！！        
巧克力牛奶0327,2020-12-04 07:46:00,厉害了我的国🇨🇳 
芝士霉霉Kk,2020-12-04 07:46:00,不错子
嚣张小炮仗,2020-12-04 07:46:00,您的快递已经揽收… 您的快递在月球着陆器装车，正在发往月球轨道器… 如有疑问请拨打电话：无可奉告。        
南极足球队,2020-12-04 07:46:00,美国:中国在月球展示国旗 或为宣示主权 此前进美国和苏联（不是俄罗斯）做过        
吻刀金童,2020-12-04 07:45:00,点赞        
川崎秋裤,2020-12-04 07:45:00,看得我直起鸡皮疙瘩，再见，月球！        
恋慕南南,2020-12-04 07:45:00,中国航天🇨🇳🚀        
星星跌进深海之路,2020-12-04 07:45:00,我觉得神奇 落地预订轨道 分离 照相 点火 回传 采样 这是一个多么强大的祖国才可以这样棒        
天天鲜嘎,2020-12-04 07:45:00,土回来了
秋枫A6161,2020-12-04 07:45:00,中国航天
无辣不欢的小吃货,2020-12-04 07:45:00,嫦娥五号🐮🍺
杉杉来吃123,2020-12-04 07:45:00,厉害        
一个帅白甜鸭,2020-12-04 07:45:00,中国🇨🇳🇨🇳🇨🇳        
WoiMDZ,2020-12-04 07:45:00,2        
牛肉面不要放牛肉,2020-12-04 07:44:00,厉害啊
曾经的花无影,2020-12-04 07:44:00,真的帅呀，我大中国了不起        
壹玖柒柒零伍,2020-12-04 07:44:00,中国
无贼君品行,2020-12-04 07:44:00,中国航天
Cry超人没有眼泪,2020-12-04 07:44:00,中国🇨🇳         
阿妍020,2020-12-04 07:44:00,厉害了国
行走在石门,2020-12-04 07:44:00,怎么这次外星人月球基地没有干预？        
芯蓝公主vs梦想西点师,2020-12-04 07:44:00,骄傲！小时候的梦想就是能去外太空
谦虚的天鸿1996,2020-12-04 07:44:00,转发微博        
好嗨森叶,2020-12-04 07:44:00,中国航天太棒啦！        
苳小小小柒,2020-12-04 07:44:00,马住        
不可爱上75599,2020-12-04 07:44:00,阿波罗了解一下        
请叫我老怀特,2020-12-04 07:44:00,赞        
星星跌进深海之路,2020-12-04 07:44:00,热爱我的祖国        
一生的守护等待,2020-12-04 07:44:00,以后能吃的起“土”，那可是不得了的
苏维埃少年维克多多,2020-12-04 07:44:00,外太空没信号吗        
仍然未去,2020-12-04 07:43:00,天        
断天涯12152,2020-12-04 07:43:00,…        
丁兮兮的Lydia,2020-12-04 07:43:00,嫦娥回家啦
熊猫设计局,2020-12-04 07:43:00,不知道有没有哪家快递进入合作伙伴名单，这时候应该发布快递跟踪页面了，已经发货了。
4528小镇姑娘,2020-12-04 07:43:00,厉害了我的国，🇨🇳 中国航天加油！        
阿美特AMETER,2020-12-04 07:43:00,牛啊        
鸿光鸿祯弘毅,2020-12-04 07:43:00,好像这次参加的科学家很多都是年轻人，后继有人啊        
趙丶SongX,2020-12-04 07:43:00,只想说牛逼        
赞赞der甜波波,2020-12-04 07:43:00,期待“土”特产
XinYue·马,2020-12-04 07:42:00,中国牛逼!
是楼漂亮呀,2020-12-04 07:42:00,好了，政治题目，记着了        
Winnie_君_17,2020-12-04 07:42:00,带着土特产满载而归！
闲闲小秃子,2020-12-04 07:42:00,您的红肠正在配送中
彦彦儿飞飞,2020-12-04 07:42:00,中国航天
永远的贺小乖,2020-12-04 07:42:00,已经成功了八成了吧，好激动
Jawei小K,2020-12-04 07:42:00,好几天了嫦娥5号终于热搜了，受够了娱乐霸榜
哈哈红红火火啊,2020-12-04 07:42:00,我还以为点飞起火了哦！        
清澈icn,2020-12-04 07:42:00,中国航天就是最棒的！        
bmynwwj,2020-12-04 07:42:00,看得我鸡皮疙瘩起来了，中国加油        
明心97609,2020-12-04 07:42:00,中国🇨🇳实现首次在另一颗星球表面发射升空，带回来的都是什么元素？是否会是地球上没有的新元素…与地球上的元素都会有什么样的化学反应？等待…        
小太空和小鲨鱼,2020-12-04 07:42:00,新鲜现做，下一站🌕月球转运中心，12月上旬抵达地球🌍//
田田的可乐要加冰,2020-12-04 07:42:00,中国航天
周亚平v,2020-12-04 07:42:00,央视        
2浠浠ing,2020-12-04 07:41:00,厉害了我的中国        
夏目兕觥,2020-12-04 07:41:00,China no.1        
浮在水中的叶子,2020-12-04 07:41:00,物流编号发给我，我好去接收
鸿光鸿祯弘毅,2020-12-04 07:41:00,特别骄傲！        
试看将来的蓝星,2020-12-04 07:41:00,中国航天！加油！        
勇往直前勇者无敌,2020-12-04 07:41:00,啊        
小漫冲呀,2020-12-04 07:41:00,哇偶！！！ 🇨🇳
白日春不Axi,2020-12-04 07:41:00,太强了太强了！！！！        
假装无所谓1辈子,2020-12-04 07:41:00,火星的到哪了        
朗空净悦,2020-12-04 07:41:00,东风快递，嫦娥小姐姐送货        
param_info,2020-12-04 07:41:00,这有什么用呢，内卷社会上天了也还是内卷        
琴童小花花,2020-12-04 07:41:00,国旗?谁看到了?        
微博抓抓,2020-12-04 07:41:00,棒棒哒！
澳洲达伦哥,2020-12-04 07:40:00,早日载人登月！非常非常期待！🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳        
碳烤小喵,2020-12-04 07:40:00,军工要大涨？        
是鹿哥的橘子女孩,2020-12-04 07:40:00,等待归来
迷途De小马,2020-12-04 07:40:00,(⊙o⊙)哇        
没抓住的那些年,2020-12-04 07:40:00,走半道发现挖的土忘带了
李墨1979,2020-12-04 07:40:00,中国航天，威武        
小芦今天好好学习了吗,2020-12-04 07:40:00,兔🐰从嫦娥家院子里挖完土返程了
阿甘没错就是我,2020-12-04 07:40:00,真的帅        
liyan0726,2020-12-04 07:39:00,感叹祖国航天事业的巨大飞跃，看着宇宙中点点星辰，又感觉人之渺小！        
嘚吧嘚吧嘚G,2020-12-04 07:39:00,最强大的祖国
麦丌,2020-12-04 07:39:00,祝我的祖国越来越富强
kissbabygoodnight,2020-12-04 07:39:00,厉害啦！我的祖国！
黎小佳佳,2020-12-04 07:39:00,中国航天牛逼👏        
杏阳村,2020-12-04 07:39:00,点赞！！！        
Sevnming,2020-12-04 07:39:00,👏👏👏        
tyrita,2020-12-04 07:39:00,国之骄傲！想对科研人员说：辛苦啦！        
容易炸毛的罗雅薪同学,2020-12-04 07:39:00,🐂        
薄荷柠檬de心,2020-12-04 07:39:00,转发微博        
打滑呲溜很溜,2020-12-04 07:39:00,哇～        
云姞,2020-12-04 07:38:00,国旗展开在哪里啊？我怎么没有看到
思宇-1314,2020-12-04 07:38:00,👏👏👏        
逍遥游会,2020-12-04 07:38:00,转发微博        
张程程20200202,2020-12-04 07:38:00,芜湖 起飞        
Crystal181101,2020-12-04 07:38:00,厉害了我的国        
唱支歌给你听bulingbuling,2020-12-04 07:38:00,亲，你的月球土已经发货，中国的吃货们记得给五星好评哦
朵-yang,2020-12-04 07:38:00,厉害
Somethingjustlikethis30072,2020-12-04 07:38:00,伟大        
九二年的小韭菜,2020-12-04 07:38:00,牛逼牛逼
死性不改_Linda,2020-12-04 07:38:00,感动        
我是袁帅的江君,2020-12-04 07:38:00,嫦娥有看到玉兔宝宝吗？        
爱笑的老12,2020-12-04 07:38:00,展示国旗的时候好像点赞啊
梦中梦出梦不出的梦,2020-12-04 07:38:00,我买的月球的土现在发货喽
嘎布6,2020-12-04 07:37:00,太高清了吧
我是1个快乐网友耶,2020-12-04 07:37:00,🐮        
窝丝小甜菜,2020-12-04 07:37:00,妙啊        
oyandon,2020-12-04 07:37:00,太棒了，为中国骄傲！！！        
BEAUTIFULBABY_75342,2020-12-04 07:37:00,厉害        
花正香_628,2020-12-04 07:37:00,金蝉脱壳        
傲娇公主Shan,2020-12-04 07:37:00,中国航天加油        
有没有人给我一个钢镚儿,2020-12-04 07:37:00,🇨🇳        
wzz16135,2020-12-04 07:37:00,愿平安归来        
相见时难别亦难Rita,2020-12-04 07:37:00,不错不错，才比美国晚了60年，加油        
余土土和杨豪豪,2020-12-04 07:37:00,这些镜头是怎么拍的        
故人久别离,2020-12-04 07:37:00,中国航天🇨🇳        
冻冻冰灵,2020-12-04 07:37:00,回来了？这么快        
心意设计工作室,2020-12-04 07:37:00,嫦娥姐姐带着月饼馅回来了        
种花家的初见,2020-12-04 07:36:00,我们中国真的太厉害了        
紅蝴蝶-12956,2020-12-04 07:36:00,中国航天🇨🇳        
E改个名字吧w,2020-12-04 07:36:00,下一步就该人登月了        
东方小葵,2020-12-04 07:36:00,早安，我的五星红旗
CPA专用,2020-12-04 07:36:00,可惜看不到照片        
A衣见钟情11,2020-12-04 07:36:00,？？        
妙算天机子,2020-12-04 07:36:00,了不起的祖国！        
核桃花生黑芝麻酱,2020-12-04 07:36:00,棒棒棒哒！        
kiki66667,2020-12-04 07:36:00,厉害        
啵甜丽子,2020-12-04 07:36:00,蹲一个考研政治时政考点        
取名困难重重,2020-12-04 07:36:00,骑手正在配送中        
少年狂师,2020-12-04 07:35:00,回家
爱喝牛奶的sandy,2020-12-04 07:35:00,👍        
Elisa之椭圆,2020-12-04 07:35:00,看这种新闻，只能感叹自身脑力不足
想你维爱橘子嗯,2020-12-04 07:35:00,回家了回家了，欢迎回家        
橙皮小p,2020-12-04 07:35:00,真棒        
6东橙6,2020-12-04 07:35:00,起飞🛫        
GY儀凡,2020-12-04 07:34:00,中国航空🇨🇳        
你是我光辉的太阳,2020-12-04 07:34:00,👏👏👏👏👏👏        
知非知命,2020-12-04 07:34:00,尊敬的客户您的快递已揽收，正在送往您处，请注意查收
00古道西风00,2020-12-04 07:34:00,乐迪在里面吗        
努力努力再努力GFT,2020-12-04 07:34:00,中国🇨🇳人就是厉害👍。㊗️祖国越来越好。越来越强大。同时㊗️自己接下来的考试都能够顺顺利利的考过去。        
裴迪0501,2020-12-04 07:34:00,中国航天
信阳22,2020-12-04 07:34:00,不错不错不错        
啊啊啊啊啊阿悦,2020-12-04 07:34:00,雄起🇨🇳        
年轻人不要怕什么,2020-12-04 07:34:00,振奋人心🇨🇳        
mely时尚大码女装,2020-12-04 07:34:00,厉害了，我的国
掌心的灵魂,2020-12-04 07:34:00,快递小哥一路顺风        
Ying盈樱,2020-12-04 07:34:00,厉害了我的国        
源哥的小婼子,2020-12-04 07:34:00,伟大的祖国
啥米啥米2020,2020-12-04 07:34:00,带着最棒的土特产，平安回家        
rachel羊仔妹,2020-12-04 07:34:00,棒        
只有努力才能实现自己的愿望吧,2020-12-04 07:33:00,我们伟大的祖国
一翩朝阳,2020-12-04 07:33:00,你的快递正在派送中，请耐心等待。        
一个豆包vvDoukkkkate,2020-12-04 07:33:00,厉害了我的国
奈何缘浅hh,2020-12-04 07:33:00,这些内容都是以后要写进课本里的        
常伟儿,2020-12-04 07:33:00,呜呜呜 太棒了        
穿着lumia的iPhone,2020-12-04 07:33:00,发货了        
小葱妈,2020-12-04 07:33:00,起飞回家了        
一口柠萌酸,2020-12-04 07:33:00,厉害了，我的国
爱奔跑的罗拉,2020-12-04 07:32:00,中国加油        
oddoddwyy,2020-12-04 07:32:00,不愧是中国🇨🇳
葵花最美六月六,2020-12-04 07:32:00,着陆器就不要了么        
那只猫跑了,2020-12-04 07:32:00,好棒        
偶然邂逅是你,2020-12-04 07:31:00,中国航天        
媛姿岐,2020-12-04 07:31:00,了不起        
101沐霖,2020-12-04 07:31:00,🇨🇳        
joker薛天外来物,2020-12-04 07:31:00,中国航天，奥利给
一只小了的喵,2020-12-04 07:31:00,中国🇨🇳        
一代人的爱情,2020-12-04 07:31:00,太棒了吧
年轻人不要怕什么,2020-12-04 07:31:00,太棒了，已发货，准备收货
知了爱吐槽,2020-12-04 07:31:00,老师        
希望之爪,2020-12-04 07:30:00,比人家落后50年        
Mr_超超_先生,2020-12-04 07:30:00,后面是动画演示吗        
溟波问情,2020-12-04 07:30:00,赞
炒屮耳,2020-12-04 07:30:00,怎么拍的
XZBANK,2020-12-04 07:30:00,厉害👍🏻        
二狗猫舍,2020-12-04 07:30:00,艾 o obo        
禾呈鸭鸭鸭,2020-12-04 07:30:00,转发微博        
晴到梨花树,2020-12-04 07:30:00,哇，一说来了吗        
我是从_,2020-12-04 07:30:00,中国航天人
Fishbaby20,2020-12-04 07:30:00,🤗🤗🤗👏👏👏👏👏        
炒面没吃凭啥给钱,2020-12-04 07:30:00,祖国万岁        
埋葬丶哪段情43513,2020-12-04 07:30:00,⊙∀⊙！        
痞蛋秀柚咻,2020-12-04 07:30:00,强强强强        
Barry曹啊曹,2020-12-04 07:30:00,国之强大，感谢科研人员        
突破天际的树苗,2020-12-04 07:29:00,啥时候到呀？        
冰塘呼噜,2020-12-04 07:29:00,嫦娥五的热度才应该是顶级的，其他靠边站        
折戟沉沙05026,2020-12-04 07:29:00,🐮        
XIYUANWOLF西园狼,2020-12-04 07:29:00,艾玛，发货啦！！！        
如梦之梦de梦,2020-12-04 07:29:00,我们国家太shuai了！        
游戏号200510,2020-12-04 07:29:00,预备唱    我爱你中国，        
于生和你相伴,2020-12-04 07:28:00,跟东风快递比比，发货哪家强
狮子它喵了喵,2020-12-04 07:28:00,🇨🇳        
人醉夜自醉,2020-12-04 07:28:00,政治考点，记住了        
一碧水蓝天一,2020-12-04 07:28:00,激动人心！
西西老爸,2020-12-04 07:28:00,虽然迟到了，但起码没有缺席，继续追赶吧中国。        
笨花生,2020-12-04 07:28:00,小国旗，biu一下，好可爱        
my_porison,2020-12-04 07:28:00,科研人员太不容易了，请提高他们的待遇，善待人才。        
老吉想静静,2020-12-04 07:28:00,中国航天
光芒万丈123456,2020-12-04 07:28:00,。        
悟空他老爸爸,2020-12-04 07:28:00,老外们不牛逼了？？？        
若水一秋777,2020-12-04 07:28:00,🇨🇳
阿尔卑斯朗玛,2020-12-04 07:27:00,Welcomer back！
雀自欢喜,2020-12-04 07:27:00,亲，您购买的月球土特产已发货，请注意查收哦！
解放台湾99999,2020-12-04 07:27:00,为什么不在月球插国旗？        
Tomshi6,2020-12-04 07:27:00,您的月壤包裹已经发送！
酿月24055,2020-12-04 07:26:00,月球没有氧气怎么点火啊
大女人长乐未央518,2020-12-04 07:26:00,几千年了，嫦娥终于可以回家了
雪清轩,2020-12-04 07:26:00,这么快就挖完了？！
赵家老三不可用,2020-12-04 07:26:00,这也太行了
自游鱼Amanda,2020-12-04 07:26:00,航天快递！我可以快递一个礼物给月球吗？        
416只橘小甜,2020-12-04 07:26:00,中国力量🇨🇳        
NFL大白,2020-12-04 07:26:00,好家伙，外卖配送中了        
海底远十里,2020-12-04 07:26:00,最棒
烤着吃最香,2020-12-04 07:26:00,中国航天
改了名字太难了-,2020-12-04 07:26:00,中国牛👍🏻         
KuSen男人馆,2020-12-04 07:25:00,。        
秦海泉城,2020-12-04 07:25:00,中国加油！        
我超可爱超厉害的,2020-12-04 07:25:00,1        
veterinarian-710xt,2020-12-04 07:25:00,等你凯旋！！！
奶盐酒窝_,2020-12-04 07:25:00,中国航天
大不纽,2020-12-04 07:25:00,前路漫漫啊，阿姆斯特朗69年就上去了，继续努力我的国！        
Mr_油先生,2020-12-04 07:24:00,进入物流状态        
极速蓝天0,2020-12-04 07:24:00,最关键的就是交汇对接了 不过也有技术基础 就等着返回地球的好消息了        
依恬Tian,2020-12-04 07:24:00,。        
娜么爱你1127,2020-12-04 07:24:00,啊啊啊啊啊啊，祖国威武
Takiki_h,2020-12-04 07:23:00,就要回家了
御藏79654,2020-12-04 07:23:00,等待来自月球的消息，中国🇨🇳 强        
